|CanTrx_Tarjetas|MonTrx_Tarjetas|SaldoCTS|SOW_SCO|CanTrx_TC|Can_Ingresos_Glomo|NroCtasAhorro|MaxLinTC|SaldoActivo_SSFF|Edad|SaldoAhorro|ME_TOTAL|Sueldo
267|61|3055.12|0.81|0.0|3|16|2|1875.55|3470.69|32|1129.76|4816.75|7424.54
268|29|1570.66|0.0|0.1117|6|26|1|28300.0|19315.84|42|1094.58|4370.97|3380.28
269|7|6542.9|0.0|0.0|3|6|1|90000.0|93182.51|35|46046.03|20532.92|51406.12
270|35|2608.31|131.36|0.0|9|41|2|84200.0|3440459.8|55|55628.96762|25876.324|12172.19
271|33|4213.12|0.5|0.0|28|17|4|79900.0|45600.08|38|18752.25278|7044.881|2207.43
272|5|804.96|0.16|0.0|0|12|1|1600.0|777.36|48|871.6|3016.01|1273.97
273|13|4205.14|30396.53782|0.265|0|0|1|35000.0|361799.12|51|5699.68|6180.69|9139.89
274|7|1355.34|0.0|0.0|3|5|2|11900.0|23283.6|38|2.77|4296.52|3744.4
275|20|1682.59|0.06|0.0|0|26|1|9510.0|7237.92|36|1794.4|5069.0|3830.16
276|32|4098.96|0.0|0.0|32|5|1|67650.0|750377.6|35|16636.14|20574.59|5572.3
277|34|1631.49|1.28|0.0|18|10|1|10000.01|2672.99|34|316.35|2761.52|2868.52
278|53|2984.97|1565.17|0.0478|0|7|3|500.0|391134.53|38|3708.3132|5611.594|5055.85
279|5|113.6|0.03|0.0|5|19|1|1500.0|7443.49|46|1241.91|0.05|1238.32
280|12|435.91|0.21|0.0|0|28|1|1500.0|300.0|49|549.64|4871.16|2215.94
281|29|6743.94|3490.05773|0.0|15|0|5|61250.0|5970.96|63|11202.91108|24299.812|25857.37
282|49|2260.55|0.0|0.0|19|64|1|12600.0|12541.98|36|2627.65|5012.64|3723.65
283|18|991.43|0.45|0.0|13|12|1|17700.0|1178.11|25|6688.68|2659.92|3492.91
284|14|1126.65|0.06|0.5865|0|25|1|524.69|609.54|38|355.1|1854.45|2421.82
285|8|2196.42|0.0|0.0789|3|11|5|50800.0|177002.77|60|3739.96272|22498.39|12236.0
286|23|1320.38|472.36|0.0|7|11|2|2829.0|5488.83|31|1502.18|3520.73|2157.87
287|59|2460.02|0.0|0.0|1|15|2|27072.33|66593.23|35|5335.02|6589.61|9395.87
288|9|1032.9|3.51|0.0|0|10|1|1300.0|12276.45|36|5840.72|4445.52|8301.9
289|44|2559.65|400.0|0.0|0|4|1|41279.82|25600.44|27|2050.28|3188.46|1700.64
290|23|2336.51|0.0|0.0|2|16|1|10000.0|12854.16|48|2604.44|9733.62|6277.83
291|53|4533.78|16.1404|0.0|53|0|4|100000.01|3416875.2|49|698.13288|18504.326|15343.28
292|61|6741.81|0.0|0.0|22|46|2|13900.0|25798.71|31|978.86|10003.18|9763.48
293|46|3944.1|0.0|0.0|2|10|3|13500.0|3205.22|26|1200.4|5456.79|2228.95
294|2|208.5|296.16|0.0|0|3|1|30406.46|32374.45|41|1057.07|9641.0|2889.76
295|5|1078.67|0.01|0.0|1|47|3|630.0|2712.71|31|3.24|1494.56|1422.08
296|4|815.32|0.0|0.0|2|9|1|15000.0|942.8|60|1945.91|7111.85|2691.49
297|82|3423.53|0.0|0.0|55|31|4|11800.01|29906.23|28|4397.91|4800.399|6945.71
298|13|3153.8|9.82885|0.9276|0|8|1|32800.0|23748.52|60|4543.02|16258.97|11141.46
299|1|2.74|0.2|0.0|1|18|3|3000.0|4044.98|33|637.92|18047.47|17165.45
300|2|71.8|0.22|0.0|0|12|1|3782.42|6131.01|40|14.52|1651.8|1541.97
301|2|148.72|0.03|0.0|0|3|4|1100.0|232373.27|43|4117.66595|2818.82|3423.37
302|34|1201.45|0.0|0.0|34|50|2|25000.0|9891.67|47|51238.6272|11663.64|3422.36
303|24|5364.89|19749.01904|0.0|12|0|3|56802.4|2690.2|62|7718.8748|16546.1|20630.69
304|1|35.0|1.11|0.9105|1|0|1|2400.0|18050.99|39|184.69|1130.0|1730.88
305|3|3954.74|0.0|0.002|3|0|3|4626.39|9773.46|45|222.53|920.0|1019.88
306|3|571.27|0.0378|0.0|3|15|2|12100.0|12766.46|37|0.0|603.1285|2351.92
307|10|325.9|0.79|0.0|5|2|1|1000.0|14288.02|35|372.87|3376.54|1081.29
308|5|185.7|0.0|0.0|5|16|2|50000.0|1284181.9|47|6286.5|8530.86|10195.58
309|11|560.6|0.0|0.027|11|103|2|14352.0|16838.33|42|877.74|427.73|1441.5
310|8|532.08|0.0|0.0689|7|0|5|23200.0|28990.85|50|6975.5952|3685.464|3717.53
311|35|2844.62|0.03|0.0|27|0|2|6768.0|10463.23|25|1096.03064|5526.442|3646.73
312|9|200.2|0.09|0.0181|0|14|1|5580.82|212278.28|32|4034.6|1212.63|2033.96
313|1|20.0|0.0|0.0|1|4|3|2309.0|27181.32|40|22.73|3151.14|3173.76
314|12|1150.97|405.71|0.0|0|18|2|38802.0|65204.12|27|2873.24|147392.77|1200.0
315|13|1090.03|0.02|0.0|13|7|1|1600.01|2086.91|22|0.0|5556.77|3326.4
316|2|252.48|4591.64|0.0|2|19|2|30000.0|452098.12|47|2090.17|3351.72|2086.86
317|28|4497.04|0.0|0.0|13|7|4|40000.0|986390.3|60|26953.1374|47797.395|10416.16
318|16|2868.93|8.82|0.4577|5|21|2|20000.0|232742.3|40|3148.99|45805.324|14867.37
319|19|1421.16|76.82|0.077|12|0|1|11352.0|15266.8|27|48.3|3013.69|1958.8
320|2|80.0|0.02|0.338|0|0|2|32800.0|29963.8|55|9.42|2515.0|2417.08
321|42|17296.27|3120.25|0.0|39|0|2|68600.0|220699.19|48|13839.3309|1974.5621|30888.87
322|34|3688.35|1.07|0.0|15|27|4|9000.0|10965.51|30|460.51|4582.13|3812.2
323|22|910.91|0.0|0.0|18|34|2|4700.0|4316.22|27|1641.99|1857.49|2200.0
324|19|1658.45|0.0|0.0|6|5|1|16000.0|6226.87|30|477.59|2264.56|1090.06
325|8|1019.12|33490.02704|0.0|0|5|4|4300.0|23.98|54|20577.53|6788.97|10541.3
326|43|1670.7|0.04|0.0|0|59|2|3510.25|6396.58|30|1936.41|2336.8|3216.84
327|24|1083.49|1592.6|0.0|5|5|1|25100.0|3343.26|36|568.84|1952.69|4722.25
328|6|983.91|2196.56|1.0|0|10|1|0.0|14647.57|45|2525.55|7338.91|7807.79
329|10|897.8|470.88422|0.0|10|58|3|42000.0|1299017.5|55|36411.76104|10988.152|5618.53
330|6|505.1|0.04|0.0|0|40|1|700.0|13309.23|40|849.79|1590.53|1168.92
331|88|3695.27|9.54|0.0|0|17|1|3500.0|3368.24|44|5490.6|5657.96|3205.32
332|31|2918.32|0.03|0.0|29|11|1|14400.0|7321.56|32|1483.87|3010.7|1378.9
333|50|2514.95|1.59|0.0|10|17|2|47300.0|65907.44|32|7038.5|4812.4|4429.39
334|25|2181.0|2010.08|0.0|0|23|1|10700.0|49124.01|50|865.17|9765.37|4565.45
335|20|1245.7|0.0|0.0|3|36|2|26300.0|12763.84|26|1460.46|3433.35|1422.12
336|4|1550.95|292.47|0.0|1|5|1|14600.0|1080.85|44|834.45|451.95|1280.99
337|26|2593.09|0.0|0.0|14|71|3|27374.0|29948.56|52|540.92|8885.82|4101.6
338|32|4646.89|0.0|0.0|18|13|3|31800.0|1603.85|32|14529.78985|3874.6924|6605.16
339|1|350.0|0.0|0.86|1|0|3|17700.0|2499.6|45|4784.67|4202.38|2288.33
340|22|10381.47|0.0|0.9336|22|5|2|56386.66|2665686.2|30|5.1804|11321.428|7686.0
341|8|1014.24|0.03|0.0|7|27|1|14200.0|10498.44|64|1296.78|2101.26|1107.39
342|1|234.89|0.69|0.9923|0|0|1|8000.0|190461.06|48|6587.91|3076.41|1338.52
343|40|3742.3|0.0|0.0|2|4|1|1146.0|2395.42|37|251.65|6011.63|1559.83
344|18|1995.3|0.0|0.3845|0|57|2|26259.51|19700.58|31|513.03|4492.28|1766.0
345|37|2843.02|14685.24464|0.0|0|3|3|65246.0|600617.94|49|132938.6932|38248.508|14999.33
346|8|947.34|2.22|0.0321|0|0|1|8126.13|33164.27|32|2820.09|1765.04|2821.12
347|18|1358.6|0.01|0.0|0|33|1|5656.99|13420.19|27|457.05|2165.1|2014.11
348|10|1315.1|0.0|0.0|1|28|1|40637.0|107739.21|61|5183.04|15309.58|4965.84
349|21|1001.16|0.33|0.0|1|0|1|1900.0|1434.02|28|1041.95|2060.41|9371.02
350|59|4348.73|3.39|0.0|0|28|1|2600.0|97482.44|33|51365.89|17185.81|35519.46
351|9|2080.0|0.28|0.0|0|7|2|48600.96|688178.8|33|8367.97|21017.56|5490.53
352|38|861.85|0.69|0.0|2|19|1|15001.0|1545.81|27|1583.86|2067.23|3085.05
353|6|2985.5|0.04|0.0|0|18|2|15700.0|233.44|43|12329.43|5759.5|4800.7
354|14|1263.1|0.1|0.0|12|17|1|15300.0|8134.6|31|45.31|3539.41|5954.2
355|10|1572.0|41.60024|0.0|4|23|2|27500.0|38610.01|51|6423.11856|8304.119|12487.51
356|42|2767.12|2.93|0.0|5|7|3|90000.0|127205.7|38|409369.92936|10163.28|8881.64
357|33|1571.51|0.02|0.0|3|9|1|1900.0|1570.45|37|667.52|2348.24|2403.63
358|46|5237.83|1.32|0.0|6|26|3|2200.0|270026.22|30|13468.17|17893.105|14849.86
359|20|817.5|1240.0|0.0|0|3|1|2500.0|202.8|35|34.19|1137.3|993.17
360|1|880.0|0.64|0.0|1|0|3|1900.0|1899.02|35|717.09|1923.45|1651.32
361|4|1321.04|0.03|0.0|3|0|3|5800.0|1947.97|34|569.97|1410.99|2434.0
362|20|1041.12|0.0|0.0|13|26|1|11600.0|6817.27|38|469.26|2961.13|1098.82
363|86|12108.52|69079.55|0.0|26|8|3|100000.0|3839767.2|52|979195.5017|22330.96|49641.98
364|3|315.0|0.26|0.0|0|32|2|30000.0|129794.34|43|1677.72|1025.85|6935.2
365|9|2130.6|0.0|0.0|2|28|1|39400.0|8064.66|30|2197.77|6148.55|2280.0
366|1|400.0|4.95|0.0|0|146|1|19500.0|23432.09|33|6439.82|5485.25|6440.0
367|26|2703.18|6211.02528|0.8548|0|24|2|24750.0|148278.48|54|2576.34|9713.49|12263.68
368|33|6992.94|39.52|0.0|0|15|3|11896.0|6309.29|39|13339.33545|7761.639|1687.3
369|8|400.88|0.0|1.0|0|20|1|3608.0|1673.0|42|195.34|574.68|2132.59
370|27|1051.29|0.0|0.0|9|29|3|6000.0|7991.64|45|3069.1|2215.61|3907.71
371|37|4458.42|0.0|0.0013|16|0|3|72560.0|513140.53|54|11342.89|10244.0|10981.28
372|44|2478.66|0.0|0.0|2|33|2|2300.0|548.8|37|5908.67|6221.62|8536.88
373|9|287.4|0.0|0.0|9|6|4|15000.0|94.91|39|15350.68|562.5|832.27
374|37|42336.31|0.05|0.0|12|29|1|23300.0|29186.48|30|34.32|23901.2|5914.8
375|113|29592.83|14273.21|0.0|3|35|4|16000.0|4504360.0|41|31711.24616|125266.04|15000.0
376|4|419.49|2.51|0.0|1|12|1|22549.14|65658.46|49|169.13|10650.1|5380.0
377|1|11.73|0.0|0.5735|1|0|1|66700.0|80056.12|72|4449.13|5341.57|545.0
378|2|26.0|0.39|0.0|0|3|1|63000.0|94981.2|47|4404.09|9620.82|4243.99
379|33|7318.29|1.81|0.0|0|32|3|30000.0|1292.55|43|5812.79432|11526.52|8762.24
380|106|18752.5|0.43|0.0|103|19|2|35000.0|44394.17|32|6211.22816|16828.53|8948.71
381|81|7177.54|0.16|0.0|21|41|3|11000.0|361.54|32|6825.26|7672.1|3895.07
382|5|153.9|0.06|0.0|1|5|1|2200.0|0.0|36|504.63|1121.8|1196.0
383|7|801.82|0.0|0.1718|5|59|4|33000.0|145560.3|82|358.29|3246.58|3748.0
384|6|454.87|0.0|0.6347|0|18|2|53495.65|24955.83|67|17633.8932|15601.145|9106.95
385|9|1630.0|0.05|0.0|0|4|1|1200.0|10156.42|26|10005.22|6288.9|9361.69
386|7|437.4|0.58|0.0|7|0|2|2400.0|1606.94|35|450.43|1451.51|974.95
387|4|472.0|0.61|0.0|0|30|2|1000.0|3906.33|30|1000.57|3034.37|1193.43
388|24|1684.92|4.37|0.0|0|1|3|563.76|12543.08|34|742.0|2686.52|3679.53
389|8|2718.23|0.06|0.0|0|26|1|1900.0|27163.4|31|235.14|14578.23|14598.28
390|32|1382.6|6.62|0.0|26|0|4|7000.0|28412.49|54|49.33|4389.93|100.0
391|20|1744.55|1160.04|0.0|2|8|2|7000.0|1273.34|37|1663.1|1782.3|1041.75
392|56|4530.47|0.0|0.0|19|48|2|26600.0|71212.87|32|5405.88126|8771.651|7724.5
393|55|2751.92|0.03|0.0|13|73|1|1600.0|1339.11|28|162.52|7198.6294|2424.95
394|17|255.08|0.02|0.0|2|10|1|1783.03|2349.05|32|285.99|2402.27|2289.81
395|26|2017.2|3770.15|0.0|1|15|2|49500.0|337.75|47|38261.27558|3496.01|3476.2
396|11|895.66|0.0|0.0|3|14|1|10000.0|867322.0|46|15578.44|23316.56|13642.62
397|23|1178.7|5.6|0.0|3|0|1|8700.0|895.05|38|1312.35|2884.3|3335.33
398|1|59.11|0.03|0.0|0|3|1|3900.0|20669.97|40|1534.56|59.11|2084.41
399|35|3654.41|0.14|0.0|23|34|1|90000.0|31310.8|46|1857.74|10330.17|5199.33
400|105|2029.55|0.91|0.0|4|86|2|2200.0|2734.44|35|1251.64|3871.37|1985.01
401|15|1188.2|0.0|0.71|0|15|1|1100.0|3136.95|28|120.76|2890.6|1671.22
402|48|3076.08|325.77|0.0|15|6|1|30475.2|73304.64|32|770.56|15376.61|3822.34
403|50|1630.68|4.99|0.0|6|0|2|2500.0|469079.03|43|1359.99|9839.01|5720.29
404|14|5546.33|0.0|0.0|8|12|1|27900.0|20416.99|69|2359.11|5845.85|2729.96
405|20|3025.72|0.0|0.5192|14|0|3|53942.77|1043483.25|42|2964.69015|8127.05|5774.78
406|14|610.55|0.03|0.0|2|0|1|28701.0|29103.79|37|5.64|1905.0|2118.28
407|59|5186.46|0.0|0.0|59|13|2|118700.0|92721.14|38|12687.21|12857.26|6389.92
408|6|935.46|4.43|0.0|0|4|2|9200.0|8210.12|27|1860.07|3789.15|3081.4
409|50|3925.11|0.19|0.0|23|0|3|39100.0|27428.07|35|3758.3|14643.348|6697.67
410|115|17221.35|10.85|0.0|101|6|3|90000.01|19803.29|41|79144.09525|28023.35|22090.5
411|41|2951.9|1898.3|0.0|0|11|4|300.0|9449.08|42|5821.51736|3987.39|2159.68
412|48|4241.43|38.93|0.0|13|5|4|30000.0|1173816.0|42|14412.07281|15354.976|20486.83
413|26|1362.2|2788.03|0.0839|0|0|1|14800.0|5817.08|26|341.6|2705.73|1960.5
414|43|2566.01|0.07|0.0|24|18|3|8000.0|98675.64|33|1005.72|7428.18|2760.1
415|22|3303.23|6.97292|0.0|0|20|2|8700.0|47974.43|52|16643.12168|11129.33|12452.79
416|34|6949.35|0.0|0.5338|0|22|1|8645.11|9495.59|41|2422.08|17908.55|9832.63
417|79|4709.49|28.84|0.0246|2|0|3|14838.75|537799.2|36|2629.12|10313.092|6626.98
418|27|6514.21|37.64|0.0|0|121|4|12000.0|2479.33|42|7341.0|131660.5|13015.56
419|17|1250.1|2.62|0.0|4|7|2|3000.0|307828.72|38|17757.55|4459.35|3936.67
420|13|507.5|0.71|0.0|0|57|1|2600.0|2543.92|29|2967.06|2920.93|4961.71
421|1|50.0|0.65|0.0|0|31|1|11700.0|68290.99|43|5107.18|1961.5|12848.54
422|42|3431.54|6908.62|0.0|0|6|4|5100.0|562.48|39|6085.72|6332.23|4904.04
423|19|1409.43|0.0|0.0|6|19|1|2200.0|1095.0|24|3782.1|2484.1|1443.41
424|3|383.3|3817.82|0.0|3|82|2|48500.01|423032.34|45|37012.5868|32358.26|18944.77
425|84|3585.76|5000.0|0.0|72|55|2|39000.0|143145.98|39|4854.67904|8987.316|9601.27
426|8|1087.86|0.0|0.0|2|12|1|13500.0|26316.89|58|83.72|7835.44|10674.22
427|21|1607.0|0.0|0.1494|0|24|1|4800.2|27846.79|35|718.06|4208.5|2784.0
428|5|110.1|0.04|0.0|3|12|4|1700.0|2552.06|46|913.53|2264.25|406.96
429|18|1510.74|0.1|0.0|0|34|2|3900.0|2412.95|32|2177.83|3357.24|5485.73
430|35|2860.79|321.44|0.2041|17|16|3|83082.0|104632.9|54|6262.74767|49593.363|5225.0
431|4|2285.0|0.0|0.0|1|16|2|27900.0|94603.77|66|43470.17437|64145.88|16913.89
432|21|12459.38|0.0|0.0|3|20|2|15400.0|38465.18|41|25.67|16493.03|2570.35
433|2|286.61|0.0|0.1035|2|0|2|20300.0|8207.15|54|13.17|3650.15|1500.0
434|14|725.3|0.39|0.0|1|32|2|3100.0|3469.0|28|385.82|2101.7|2605.73
435|33|1778.99|0.0|0.0|4|4|2|4700.0|784.32|37|372.77|1774.36|2252.54
436|25|1997.43|0.0|0.7827|12|3|2|41500.0|195219.53|46|5574.80334|6851.05|6906.36
437|2|42.0|505.59|0.0|0|9|1|5000.0|1934.53|55|1.09|2186.3|1432.11
438|4|1998.08|3.32|0.0|2|24|1|10000.0|1646.96|43|2162.51|5493.67|3926.73
439|97|6342.0|0.23|0.0|3|0|3|90000.0|6029.18|48|6830.1722|11263.06|8452.6
440|3|605.34|6.02|0.0|2|4|2|800.0|29159.68|29|3348.27|2650.76|2293.17
441|12|1790.5|0.0|0.3435|9|6|3|50700.0|144097.64|61|2764.27288|2524.2424|300.0
442|14|713.37|115.65|0.0|3|6|4|24700.0|79491.87|55|1947.18|5709.62|6290.56
443|58|4331.67|296.90232|0.0|3|0|2|66900.0|324551.94|54|16872.96248|18920.348|15973.36
444|4|383.0|0.02|0.0|0|1|1|1674.77|1842.02|24|2631.78|545.5|1631.83
445|24|2475.17|0.0|0.0|5|16|1|8800.0|14655.91|35|910.76|9856.05|10694.0
446|7|2832.65|0.22|0.0|2|0|1|2300.0|1318.85|54|505.16|2643.34|1537.0
447|76|7033.34|0.76|0.0|66|13|3|90000.0|829724.1|42|3697.48718|9897.408|8614.37
448|6|1761.13|4.25515|0.0|6|0|2|115000.01|3929056.8|55|16914.8744|9355.12|4329.21
449|28|1172.92|0.0|0.0|14|83|1|700.0|508.99|21|34.36|2026.92|925.0
450|33|7346.21|0.0|0.0014|29|27|3|200000.0|1030791.44|50|72320.20158|21799.996|46883.21
451|12|775.8|43.36|0.0|3|0|2|6000.0|2933.32|43|116.19|6048.91|3716.19
452|7|575.31|0.44|0.0|1|26|1|3200.0|3126.47|25|688.31|1659.09|1219.0
453|2|2919.97|7.31|0.0|2|5|2|3000.0|25732.83|42|2306.93|2838.27|2306.92
454|3|691.36|0.09|0.0|3|43|2|52700.0|516405.3|33|0.0|7470.48|4690.67
455|5|967.93|7615.37|0.0|0|40|2|41200.0|8941.58|58|9985.0|11982.72|15157.46
456|55|5316.86|20.76|0.0|44|9|3|33900.0|37423.15|42|5158.83824|11424.201|3643.33
457|7|132.9|1116.07|0.0|0|11|1|10800.0|1152.11|37|348.45|530.7|500.0
458|5|378.02|263.9|0.0|3|7|3|20000.0|3345.28|36|296.5|8268.83|5009.02
459|31|3175.13|0.03|0.0|2|21|1|2500.0|9578.55|21|100.41|5922.58|2720.8
460|117|4468.76|0.0|0.0|6|20|1|44520.81|162681.1|30|2636.41|9918.7|4239.76
461|96|62827.92|0.0|0.0|54|3|2|120000.0|111556.21|44|58605.10416|231728.42|37902.93
462|14|1831.68|68.97|0.0|7|11|3|90000.0|60.29|36|46972.8|58802.3|12700.46
463|9|708.4|0.0|0.0|6|6|2|8700.0|10496.21|55|436.78|2159.88|1607.57
464|61|1771.13|0.0|0.0|1|46|3|8150.0|8370.09|35|1778.53|5249.7|2308.06
465|6|1238.8|0.0|0.0|1|3|1|1697.0|1889.1|39|7000.0|2118.46|4118.46
466|13|1959.66|8538.19218|0.0|8|38|2|75500.0|9874.77|51|175792.65535|16754.098|16348.54
467|10|1705.2|1.35|0.0|0|14|1|39200.0|39.9|36|7861.92|2538.2|3641.71
468|120|4982.43|0.0|0.0|112|6|2|12000.0|770853.06|38|7255.81976|17222.312|7100.13
469|10|936.21|0.34|0.0|2|4|1|2800.0|939.25|28|1690.21|1515.82|1690.17
470|128|12865.4|0.51|0.0|127|0|3|90000.0|140339.34|37|50505.71498|105151.38|37510.18
471|26|1182.16|2.01|0.0|3|34|2|8600.0|559398.9|32|13125.67|4831.4|2505.83
472|29|3153.56|0.0|0.7205|29|84|2|71126.0|547767.5|33|65059.08344|610.0|39523.5
473|56|5283.43|0.88|0.0|1|41|2|2100.0|12196.58|37|904.12|7858.22|1731.58
474|7|3097.54|0.21|0.0|0|94|2|8300.0|3558.52|34|3112.3|4938.54|2980.41
475|24|1468.65|0.0|0.0|4|13|2|2900.0|9953.23|31|310.0|9732.75|3200.0
476|20|1284.1|0.0|1.0|0|8|1|32665.39|907986.1|38|11242.56|8733.79|14628.77
477|16|2242.62|1.1|0.0|2|52|3|110000.0|549126.7|51|17605.4514|13055.59|7488.97
478|1|4.1|0.46|0.0|1|0|3|4800.01|5932.26|49|418.83|1948.0|1117.37
479|15|4278.7|0.0|0.0|15|37|5|50000.0|14694.3|58|140176.87575|87423.64|15934.04
480|20|1474.0|1.19|0.1999|0|12|2|0.0|148141.05|61|14193.73|1513.95|6871.67
481|25|37898.6|2.34|0.0|2|0|5|25001.0|70959.73|40|3517.69|37487.23|5043.16
482|41|4003.01|0.23|0.0|25|8|3|21000.0|17.53|38|6615.7|4956.52|12950.55
483|4|487.8|0.92|0.0247|0|3|2|7000.0|5044.88|37|1055.97|1847.8|2094.38
484|11|951.69|0.02|0.0|0|24|1|3500.0|1588.82|25|800.72|1041.69|1512.64
485|53|3960.06|0.0|0.5293|9|20|3|193833.6|236243.81|38|6829.57|15304.67|13170.66
486|20|1979.0|1.88|0.0|1|8|1|4107.46|4107.46|35|210.65|3552.0|4442.34
487|15|1149.8|1.23|0.0|3|113|1|6100.0|34733.77|30|36.22|2257.66|1827.0
488|10|1466.1|1.61|0.0|2|0|1|9100.0|41447.11|40|16.28|2085.4|1612.39
489|13|650.61|2.12|0.0|0|29|1|19200.0|7626.81|44|5421.09|4997.57|4784.16
490|31|17141.05|0.0|0.0|30|24|2|25000.0|15227.45|37|2969.32|6718.0|3900.42
491|39|5816.68|13280.79|0.0|38|0|4|90000.0|2105.25|39|5032.82884|13153.212|2653.4
492|19|4597.19|2.06|0.0|2|0|3|35500.0|70473.01|43|9949.83|11256.94|15018.14
493|9|2832.88|2093.5|0.0|4|6|1|10800.0|1157.5|43|1030.92|3737.46|1720.62
494|21|1324.34|0.83|0.0|21|0|2|3270.0|905.89|29|15.1|628.4|150.0
495|25|6971.48|973.36|0.0|20|0|3|90000.0|260313.83|63|8704.1497|10770.465|7650.75
496|2|170.5|559.47|0.0|0|23|2|10000.0|26427.2|36|28808.12|2425.79|900.0
497|10|1192.51|12763.26|0.672|8|42|6|4000.0|700276.94|46|325822.073|1935.3|1890.68
498|12|1012.85|0.0|0.0|12|55|1|39400.0|3928.09|30|100.0|435.5|100.0
499|21|8746.21|0.0|0.0|9|22|1|25900.0|32959.4|42|3890.33|17371.89|3291.67
500|1|648.48|0.07|0.0|1|15|1|5000.0|6617.1|27|1464.94|1982.53|1802.19
501|13|2056.77|0.04|0.0|0|53|1|5900.0|5329.44|36|860.79|5072.4|2085.22
502|15|2056.22|4.77|0.4861|0|8|5|31300.0|849548.25|45|24448.29285|10663.14|6480.39
503|41|7050.55|4.7296|0.0|33|0|4|50000.0|1717087.6|50|1617.9545|3745.187|2125.68
504|9|234.5|0.79|0.0|0|3|1|2300.0|4460.8|29|787.04|971.68|1296.72
505|22|906.8|0.93|0.0|0|10|1|1400.0|1038.24|31|1006.35|2840.9|1175.5
506|19|4492.92|4520.59|0.0|11|6|2|18300.0|41316.17|62|2723.77|6865.4|5534.41
507|64|6905.06|1.25|0.0|0|17|2|9000.0|41080.56|35|2466.66|13153.89|9864.1
508|19|1874.33|0.0|0.0038|19|0|2|96000.0|3556559.8|55|8102.2684|96826.51|13681.51
509|10|1736.82|0.04|0.0|8|17|2|3200.0|46251.42|25|0.0|966.0|3758.05
510|17|1345.87|0.22|0.0|6|8|1|3600.0|2336.04|23|2022.11|2835.13|1965.98
511|24|10236.06|8.38|0.453|18|10|3|89300.0|78001.79|48|38922.20848|9417.986|4015.94
512|67|7667.58|4.42|0.0|67|34|1|8700.0|385.92|30|83.82|9003.33|1179.89
513|17|708.68|1328.12|0.0|17|36|2|83700.01|3799.26|39|2702.4708|6138.451|5973.62
514|8|569.35|0.0|0.0|6|43|2|2000.0|643.98|25|841.1|2234.81|2056.5
515|17|4674.61|11581.04|0.0|1|12|1|13800.0|4170.51|41|3539.45|8719.54|5292.0
516|39|1315.16|1.08|0.0|0|48|2|2000.0|241958.62|25|1813.49|4742.18|2609.69
517|35|733.27|0.0|0.0|1|13|1|6000.0|1265.85|33|68.2|1841.99|1704.15
518|3|213.9|6.02566|0.0|2|11|1|10543.98|536392.1|51|387.46|1833.06|6088.13
519|9|2399.31|357.54|0.0|5|0|1|7000.0|1075.05|38|6812.79|2623.25|4439.38
520|50|4211.96|0.0|0.0|25|56|2|6018.17|4935.38|35|30.97|9785.77|8844.48
521|17|3953.02|0.2|0.0|17|9|1|18400.0|21351.14|28|1750.99|4513.06|3605.74
522|27|2752.95|0.85|0.0|14|0|1|60900.0|20110.42|37|1445.29|6752.97|4100.0
523|43|3165.96|0.0|0.0|42|63|1|7000.0|67563.34|37|20689.41|11715.9|9797.28
524|37|6554.23|6134.00167|0.979|33|77|2|50400.0|1968955.4|67|36981.0827|12362.916|9468.72
525|7|896.0|8502.78|0.0|0|24|1|30800.0|4747.2|38|7041.1|2598.5|4603.58
526|5|2420.77|0.0|0.0|1|10|1|22900.0|1463.24|29|4757.26|4315.57|4052.46
527|93|5144.98|0.14|0.0|40|16|3|80000.01|1932.56|61|3290.28996|4322.123|134.0
528|48|7290.59|1.38|0.0|38|67|2|20000.0|669050.9|32|2124.97275|10098.4|6810.24
529|37|8329.05|0.0|0.5398|9|0|2|78731.95|518189.84|55|14309.14|12066.71|17500.0
530|16|843.75|0.0|0.0|11|54|2|18100.0|49.8|27|1365.86793|4394.83|2925.18
531|7|559.0|0.1|0.4806|0|0|3|15703.38|28236.08|38|3.03|1559.0|1559.87
532|20|961.9|697.74|0.0|0|3|1|4300.0|1320.0|63|23.08|1590.7|1452.5
533|17|2120.29|101.5|0.0|0|8|1|3500.0|1317.32|34|2335.97|2559.24|1903.04
534|41|2348.37|0.0|0.0|36|74|4|50000.0|1389.64|35|2696.97665|6472.86|9314.02
535|47|4704.17|7858.96|0.0|36|78|2|57700.0|4.5|32|23548.71944|17338.016|6223.76
536|12|1007.14|1.02|0.0|0|29|4|900.0|33551.9|51|88.53|7629.09|5233.23
537|100|5710.36|0.0|0.0|17|11|2|2059.01|49515.53|33|2894.5|14362.56|10120.0
538|50|2484.5|0.22|0.0|1|0|3|2617.0|29067.58|31|1500.98|4188.4|4987.78
539|13|543.28|7.54|0.0|6|34|1|3200.0|2447.35|25|3712.51|315.0|2704.0
540|62|13375.24|0.0|0.6979|55|7|3|61426.46|207173.4|32|10695.16606|20108.088|1025.0
541|28|1878.34|33.84|0.0|0|29|2|2000.0|958.88|42|1950.11|4338.34|2622.64
542|31|3285.9|0.0|0.0|12|50|2|3100.0|1547.86|22|1679.82|2776.09|2541.33
543|16|1249.97|243.52|0.0|5|9|3|30600.0|679.87|29|3573.37528|2087.1445|1322.4
544|4|3590.15|0.0|0.0|4|17|1|10000.0|13944.87|37|1298.91|2670.76|1798.91
