|GNB|2_Premium|LIMA_MODERNA|A|B|Riesgo_Bajo|LIMA_SUR|Antiguedad_SSFF|NroTrxAgencia|1_Beyond|Frescura|NroTrxATM|SBP|Can_Contactabilidad_3UM|3_Preferente|SaldoHIP|D|Superior|SaldoVEH|DIVORCIADO|ImporteTrxWeb|ImporteTrxCorresponsal|M|MontoOfertado|Edad|class
559|0|0|0|0|0|1|0|15.0|6.0|0|2.0|7.0|0|1.0|1|0.0|0|1|0.0|0|0.0|0.0|1|12000.0|67.0|0.0
560|0|1|0|0|0|0|0|8.0|0.0|0|2.0|6.0|0|0.0|0|0.0|1|0|0.0|0|0.0|452.05|0|2000.0|24.0|0.0
561|0|1|0|0|0|0|0|2.0|7.0|0|4.0|7.0|0|0.0|0|0.0|0|0|0.0|0|8494.49|3449.63|1|1000.0|28.0|1.0
562|0|0|0|0|0|0|0|3.0|7.0|0|3.0|0.0|0|0.0|0|0.0|0|0|0.0|0|0.0|406.98|0|6900.0|45.0|0.0
563|0|0|1|1|0|0|0|31.0|0.0|1|1.0|11.0|0|3.0|0|0.0|0|1|0.0|1|6857.78|5677.56|1|14000.0|43.0|0.0
564|0|0|0|0|0|0|0|2.0|7.0|0|3.0|8.0|0|0.0|0|0.0|0|0|0.0|0|0.0|0.0|0|2500.0|55.0|0.0
565|0|0|0|0|0|1|0|9.0|0.0|0|2.0|11.0|0|0.0|0|0.0|0|1|0.0|0|7156.5|5961.25|1|15000.0|68.0|0.0
566|0|0|0|0|1|0|0|28.0|7.0|1|3.0|7.0|0|0.0|0|0.0|0|1|0.0|0|8753.979100000006|3067.38|1|14000.0|37.0|1.0
567|0|0|0|0|0|0|0|4.0|0.0|0|3.0|6.0|0|0.0|1|166422.41|0|0|0.0|1|0.0|0.0|1|14000.0|54.0|0.0
568|0|1|0|1|0|1|0|26.0|5.0|0|4.0|9.0|0|0.0|0|0.0|0|1|0.0|0|1113.0|735.61|1|19900.0|54.0|0.0
569|0|0|0|0|0|0|0|6.0|7.0|0|1.0|6.0|0|3.0|0|0.0|0|0|0.0|0|0.0|876.83|0|5450.0|34.0|0.0
570|0|0|0|0|0|0|0|4.0|0.0|0|2.0|9.0|0|0.0|0|0.0|0|0|0.0|0|0.0|458.86|0|4250.0|77.0|0.0
571|0|1|0|0|0|1|0|5.0|5.0|0|1.0|9.0|0|1.0|0|0.0|0|0|0.0|0|0.0|5022.54|0|15000.0|52.0|1.0
572|0|0|0|0|0|0|0|2.0|7.0|0|2.0|8.0|0|0.0|0|0.0|0|0|0.0|0|0.0|565.42|0|8000.0|45.0|0.0
573|0|0|0|0|0|0|0|2.0|0.0|0|4.0|6.0|0|0.0|1|0.0|0|0|0.0|0|2375.7|0.0|0|1400.0|37.0|0.0
574|0|0|1|0|0|0|0|6.0|0.0|0|4.0|0.0|0|0.0|1|210975.42|1|0|0.0|1|0.0|4662.04|0|6000.0|25.0|0.0
575|0|1|0|0|0|1|0|7.0|5.0|0|4.0|8.0|0|2.0|0|0.0|1|0|0.0|0|2762.01|0.0|0|18000.0|37.0|1.0
576|0|0|1|0|1|0|0|31.0|0.0|0|3.0|9.0|1|0.0|1|0.0|0|0|0.0|0|1059.71|0.0|0|6000.0|29.0|0.0
577|0|1|0|0|0|1|0|4.0|0.0|0|1.0|8.0|0|0.0|0|0.0|1|0|0.0|0|0.0|6213.56|0|18000.0|35.0|1.0
578|0|0|0|0|0|0|0|2.0|0.0|0|3.0|9.0|0|0.0|1|336944.72|0|0|0.0|0|0.0|0.0|0|2100.0|60.0|1.0
579|1|0|0|0|0|0|0|7.0|6.0|0|3.0|9.0|0|2.0|0|0.0|0|1|0.0|0|3134.91|4356.2|1|8850.0|72.0|1.0
580|0|0|0|0|0|0|0|3.0|5.0|0|1.0|0.0|0|3.0|1|0.0|0|1|0.0|0|0.0|5764.46|0|5500.0|47.0|0.0
581|0|0|0|0|0|0|0|4.0|6.0|1|2.0|11.0|1|1.0|0|819841.5606|0|0|0.0|0|0.0|0.0|1|11000.0|54.0|1.0
582|0|1|0|0|0|0|0|6.0|8.0|0|4.0|9.0|0|0.0|0|233413.98|1|0|0.0|0|0.0|6438.19|0|4750.0|49.0|1.0
583|0|0|0|0|0|1|0|7.0|5.0|0|5.0|10.0|0|2.0|0|0.0|1|1|0.0|0|6944.12|6426.36|0|14800.0|57.0|1.0
584|0|1|0|0|0|0|0|13.0|6.0|0|3.0|8.0|0|0.0|0|0.0|0|1|0.0|1|0.0|0.0|1|14000.0|30.0|0.0
585|0|0|0|0|0|0|0|8.0|7.0|1|1.0|7.0|0|2.0|0|599637.21|1|0|0.0|0|0.0|1795.27|1|14900.0|73.0|1.0
586|1|0|0|0|0|0|0|9.0|8.0|1|1.0|8.0|0|1.0|0|0.0|1|0|0.0|0|0.0|2616.61|0|14000.0|34.0|1.0
587|1|1|0|0|0|0|0|2.0|4.0|0|0.0|7.0|0|0.0|0|0.0|0|0|0.0|0|0.0|538.53|1|11500.0|46.0|1.0
588|0|0|0|0|1|1|0|19.0|4.0|0|0.0|8.0|0|0.0|0|0.0|0|0|0.0|0|0.0|3875.31|1|18000.0|34.0|1.0
589|0|0|0|0|0|0|0|4.0|0.0|0|3.0|7.0|0|1.0|0|0.0|0|0|0.0|1|736.42|0.0|1|4950.0|33.0|0.0
590|0|0|0|0|0|1|1|7.0|3.0|0|1.0|7.0|0|3.0|0|0.0|1|1|0.0|0|0.0|0.0|0|18000.0|63.0|0.0
591|0|0|1|0|0|1|0|19.0|9.0|1|2.0|9.0|0|0.0|0|0.0|0|1|0.0|0|0.0|5168.88|0|19900.0|57.0|1.0
592|0|1|0|0|0|0|0|5.0|7.0|0|2.0|7.0|0|0.0|0|331830.44|0|0|0.0|1|0.0|0.0|1|8550.0|59.0|1.0
593|0|0|0|0|1|0|1|33.0|5.0|1|5.0|8.0|1|2.0|0|0.0|0|1|3546.001200000057|0|0.0|0.0|1|14000.0|43.0|0.0
594|0|0|1|0|0|1|0|4.0|3.0|0|2.0|9.0|0|0.0|0|0.0|1|0|0.0|0|0.0|0.0|0|11600.0|63.0|0.0
595|0|0|1|0|0|1|0|3.0|4.0|0|3.0|9.0|0|0.0|0|0.0|0|0|0.0|0|708.54|375.0|0|18000.0|55.0|0.0
596|0|0|0|0|0|0|0|4.0|3.0|0|1.0|0.0|1|0.0|0|0.0|0|1|0.0|0|1853.11|0.0|0|10000.0|58.0|1.0
597|0|1|0|0|0|0|0|2.0|8.0|0|1.0|8.0|0|0.0|0|641985.41|0|1|0.0|0|4163.16|1921.19|1|5950.0|48.0|1.0
598|0|0|0|1|0|1|0|23.0|0.0|0|1.0|8.0|0|2.0|0|0.0|0|1|0.0|0|0.0|0.0|1|18000.0|59.0|1.0
599|0|1|0|0|0|0|0|6.0|5.0|0|2.0|9.0|0|0.0|0|0.0|0|0|0.0|0|1382.83|1221.95|1|5600.0|46.0|0.0
600|0|0|0|1|0|1|0|26.0|5.0|1|2.0|8.0|0|0.0|0|0.0|0|0|0.0|0|0.0|6800.95|0|18000.0|46.0|1.0
601|0|0|1|0|1|0|0|26.0|5.0|1|2.0|8.0|0|0.0|0|0.0|0|0|0.0|1|0.0|553.44|0|14000.0|32.0|0.0
602|0|0|0|0|0|1|0|1.0|0.0|0|2.0|7.0|0|2.0|1|0.0|0|1|0.0|0|0.0|1117.78|1|12000.0|69.0|1.0
603|0|1|1|0|1|0|0|30.0|5.0|0|2.0|9.0|1|0.0|0|0.0|0|1|0.0|0|5551.94|4473.61|1|19900.0|32.0|1.0
604|0|0|0|0|0|0|0|9.0|0.0|0|1.0|8.0|0|0.0|0|0.0|0|0|0.0|1|0.0|5780.76|1|6000.0|32.0|1.0
605|0|0|0|0|0|0|0|1.0|4.0|0|2.0|0.0|0|0.0|0|0.0|0|0|0.0|0|0.0|239.92|0|14000.0|54.0|0.0
606|1|0|1|0|0|1|0|1.0|7.0|0|3.0|8.0|0|0.0|0|0.0|0|0|0.0|1|0.0|799.82|1|14050.0|61.0|0.0
607|0|0|0|0|0|1|0|4.0|6.0|0|0.0|6.0|0|0.0|0|0.0|0|1|0.0|1|859.25|0.0|0|9700.0|51.0|0.0
608|0|0|0|0|0|0|0|7.0|4.0|0|4.0|7.0|0|0.0|0|0.0|1|0|0.0|1|0.0|614.34|1|7850.0|0.0|1.0
609|0|0|0|0|1|1|0|24.0|0.0|1|4.0|0.0|0|3.0|0|0.0|0|1|0.0|0|0.0|2823.44|1|8400.0|59.0|0.0
610|0|0|1|1|0|0|0|27.0|0.0|0|2.0|0.0|0|0.0|1|0.0|0|1|0.0|0|5485.87|7078.49|0|14000.0|30.0|1.0
611|0|0|0|0|0|1|1|2.0|0.0|0|1.0|9.0|0|0.0|0|0.0|0|1|3546.001200000057|0|1063.15|327.2|0|8150.0|37.0|0.0
612|0|1|0|0|0|1|0|22.0|0.0|0|0.0|6.0|1|0.0|0|0.0|0|1|0.0|0|0.0|0.0|0|19900.0|41.0|0.0
613|0|0|0|0|1|1|0|14.0|7.0|0|4.0|6.0|0|3.0|0|0.0|0|1|0.0|0|1618.63|637.82|0|18000.0|59.0|1.0
614|0|0|0|0|0|0|0|15.0|4.0|0|3.0|7.0|0|2.0|0|0.0|0|0|0.0|0|0.0|939.85|1|14000.0|33.0|0.0
615|0|0|0|0|0|1|0|3.0|0.0|0|1.0|9.0|0|0.0|0|0.0|0|0|0.0|0|0.0|381.95|0|5400.0|51.0|0.0
616|0|0|0|0|0|1|0|7.0|6.0|0|1.0|9.0|0|3.0|0|0.0|1|1|0.0|0|0.0|980.12|1|15000.0|69.0|0.0
617|0|0|0|0|0|1|0|1.0|7.0|0|0.0|6.0|0|0.0|1|0.0|0|1|0.0|0|0.0|0.0|0|6550.0|44.0|0.0
618|0|0|0|0|0|0|1|4.0|5.0|0|4.0|6.0|0|0.0|0|100490.2|0|0|0.0|0|1255.44|931.87|1|5000.0|74.0|0.0
619|0|1|0|0|0|0|0|5.0|6.0|0|2.0|11.0|0|0.0|0|0.0|0|0|0.0|0|2767.03|3962.46|1|6000.0|61.0|0.0
620|0|1|0|0|0|1|0|6.0|8.0|0|3.0|8.0|0|0.0|0|0.0|1|1|0.0|0|0.0|0.0|1|15000.0|47.0|1.0
621|0|0|1|0|0|0|0|9.0|0.0|1|3.0|0.0|0|0.0|0|0.0|0|1|0.0|0|0.0|382.73|1|6150.0|68.0|0.0
622|0|1|0|0|0|1|0|4.0|6.0|0|5.0|7.0|0|0.0|0|0.0|0|0|0.0|1|0.0|3948.37|0|6150.0|49.0|1.0
623|0|0|0|0|0|0|0|1.0|0.0|0|4.0|0.0|0|0.0|0|0.0|0|0|0.0|0|0.0|3356.0|0|2800.0|68.0|1.0
624|0|0|0|0|0|0|0|7.0|0.0|0|3.0|9.0|0|0.0|0|0.0|0|0|0.0|0|2816.02|577.51|1|4450.0|53.0|0.0
625|0|0|0|0|0|0|0|16.0|9.0|1|0.0|10.0|1|0.0|0|0.0|0|0|0.0|0|1474.45|4934.03|1|6350.0|28.0|1.0
626|0|0|0|0|0|0|0|2.0|0.0|1|4.0|7.0|0|0.0|0|0.0|0|0|0.0|0|5397.47|0.0|0|6500.0|62.0|1.0
627|1|0|1|0|0|1|0|12.0|7.0|0|4.0|7.0|0|0.0|1|0.0|0|1|0.0|0|1363.45|343.03|1|18000.0|57.0|0.0
628|1|0|0|0|0|0|0|15.0|6.0|0|4.0|11.0|0|0.0|0|4068.0|0|1|0.0|0|0.0|0.0|1|19900.0|42.0|0.0
629|0|0|1|0|0|1|0|23.0|4.0|0|2.0|0.0|0|3.0|0|0.0|0|1|0.0|1|1377.39|3531.58|0|18000.0|77.0|1.0
630|0|0|0|0|0|0|0|4.0|0.0|1|1.0|8.0|1|0.0|0|0.0|1|0|0.0|0|787.44|0.0|1|14000.0|33.0|0.0
631|0|0|0|0|0|1|0|7.0|5.0|0|1.0|7.0|0|0.0|0|0.0|0|0|0.0|0|2238.08|320.53|1|13500.0|47.0|0.0
632|1|0|0|0|0|1|0|5.0|6.0|1|0.0|9.0|0|0.0|0|819841.5606|0|0|0.0|0|3820.46|7877.599500000002|0|18000.0|37.0|0.0
633|1|0|0|0|0|0|0|17.0|3.0|0|4.0|6.0|0|0.0|0|0.0|1|0|0.0|0|0.0|316.5|0|3150.0|34.0|0.0
634|0|1|0|0|0|1|0|7.0|3.0|0|1.0|7.0|0|0.0|0|0.0|0|1|0.0|0|605.0|570.97|1|8850.0|44.0|0.0
635|0|0|0|0|0|1|0|2.0|4.0|0|2.0|9.0|0|3.0|1|259920.59|0|0|0.0|0|0.0|2817.17|1|6100.0|51.0|1.0
636|0|0|0|0|0|0|0|4.0|4.0|0|4.0|11.0|0|2.0|1|0.0|1|0|0.0|0|0.0|6959.91|1|11000.0|65.0|1.0
637|0|0|0|0|0|0|0|7.0|4.0|1|1.0|10.0|0|3.0|0|0.0|1|0|0.0|0|2101.15|0.0|0|14000.0|64.0|1.0
638|1|0|0|1|0|1|0|33.0|7.0|0|2.0|7.0|0|3.0|0|0.0|0|1|0.0|0|1546.52|0.0|1|19000.0|60.0|0.0
639|1|0|0|0|0|0|0|1.0|6.0|1|3.0|11.0|0|0.0|0|819841.5606|0|0|0.0|1|0.0|1900.21|0|14000.0|66.0|0.0
640|0|0|0|0|0|0|0|6.0|0.0|0|3.0|0.0|0|0.0|0|0.0|0|0|0.0|0|0.0|0.0|1|5500.0|69.0|0.0
641|0|0|1|0|0|1|0|7.0|8.0|0|4.0|9.0|0|0.0|1|0.0|0|1|0.0|0|0.0|1873.66|0|15000.0|47.0|1.0
642|0|0|0|0|0|0|0|4.0|4.0|0|3.0|9.0|0|0.0|0|180910.59|0|0|0.0|1|982.39|486.86|0|11000.0|33.0|0.0
643|0|0|0|0|0|0|0|22.0|6.0|0|1.0|10.0|1|3.0|0|0.0|0|0|0.0|0|4232.77|0.0|0|14900.0|33.0|1.0
644|0|0|0|0|0|0|0|2.0|0.0|0|1.0|9.0|1|2.0|0|0.0|0|1|0.0|0|0.0|365.56|0|14000.0|47.0|0.0
645|0|0|1|0|1|1|0|27.0|8.0|0|4.0|7.0|0|3.0|0|0.0|0|0|0.0|0|8753.979100000006|5884.15|0|18000.0|64.0|1.0
646|1|1|0|0|0|1|0|4.0|7.0|0|2.0|9.0|0|0.0|0|461711.18|0|0|0.0|0|0.0|0.0|0|8250.0|50.0|0.0
647|0|0|0|0|0|0|0|6.0|0.0|0|2.0|7.0|1|0.0|1|0.0|0|0|0.0|1|0.0|6639.24|1|1800.0|48.0|1.0
648|0|1|0|0|0|1|0|9.0|0.0|0|2.0|0.0|0|2.0|0|0.0|0|0|0.0|0|0.0|3869.79|1|12000.0|45.0|1.0
649|1|1|0|0|0|0|0|8.0|4.0|0|1.0|9.0|0|0.0|0|0.0|0|0|0.0|0|0.0|3727.73|1|14000.0|33.0|1.0
650|0|0|0|0|0|0|0|1.0|6.0|0|1.0|9.0|0|0.0|1|0.0|0|0|0.0|1|0.0|4655.22|0|14000.0|42.0|1.0
651|0|0|0|0|0|0|0|9.0|6.0|0|2.0|6.0|0|3.0|0|0.0|0|0|0.0|0|0.0|1222.97|0|6000.0|62.0|0.0
652|0|1|0|0|0|0|0|2.0|0.0|0|3.0|9.0|0|0.0|0|0.0|0|0|0.0|0|1152.81|692.7|1|3300.0|45.0|0.0
653|0|0|0|0|0|1|0|4.0|5.0|0|0.0|8.0|0|2.0|0|139272.49|0|0|0.0|0|0.0|5159.23|1|5950.0|36.0|0.0
654|0|0|1|1|0|0|0|31.0|5.0|0|2.0|10.0|0|3.0|0|110162.58|0|1|0.0|0|3274.03|0.0|0|8850.0|38.0|1.0
655|0|0|0|0|0|0|0|1.0|0.0|1|2.0|8.0|0|0.0|0|0.0|0|0|0.0|0|0.0|5665.56|0|4250.0|46.0|1.0
656|0|0|0|0|0|0|1|17.0|7.0|0|1.0|9.0|0|2.0|1|0.0|0|0|0.0|1|0.0|0.0|0|11000.0|55.0|0.0
657|0|1|0|0|0|0|0|2.0|4.0|0|5.0|6.0|0|0.0|0|442960.27|0|0|0.0|0|2774.9|634.5|1|6100.0|59.0|0.0
658|0|0|1|0|0|1|0|13.0|0.0|0|5.0|8.0|0|0.0|1|0.0|1|0|0.0|0|0.0|6331.97|1|6700.0|43.0|1.0
659|0|0|0|0|0|0|0|16.0|0.0|0|1.0|8.0|0|0.0|0|0.0|0|0|0.0|0|0.0|754.24|1|19900.0|39.0|0.0
660|0|0|1|0|0|0|0|2.0|6.0|0|3.0|9.0|0|2.0|0|0.0|0|0|0.0|0|381.75|457.88|0|1000.0|28.0|0.0
661|0|0|0|0|0|0|0|4.0|9.0|0|0.0|10.0|0|0.0|0|0.0|0|1|0.0|1|0.0|0.0|1|11000.0|49.0|1.0
662|1|0|0|0|0|0|0|2.0|6.0|0|1.0|9.0|0|0.0|1|115710.83|0|0|0.0|0|4937.51|5519.76|0|5350.0|42.0|1.0
663|0|0|0|0|0|0|0|2.0|0.0|0|1.0|0.0|0|0.0|1|0.0|0|0|0.0|0|3653.73|7196.82|0|2900.0|36.0|1.0
664|0|0|0|0|0|0|1|1.0|0.0|0|1.0|0.0|0|0.0|1|0.0|0|0|0.0|0|0.0|4783.29|1|4550.0|50.0|1.0
665|0|1|0|0|1|1|0|33.0|0.0|0|1.0|0.0|0|0.0|0|0.0|0|0|0.0|0|6583.54|4913.82|0|18000.0|43.0|1.0
666|0|0|0|0|0|0|0|2.0|6.0|0|3.0|7.0|1|0.0|0|0.0|0|0|0.0|0|2496.44|876.39|0|6000.0|44.0|0.0
667|0|1|0|0|0|0|0|2.0|5.0|0|0.0|9.0|0|2.0|0|0.0|0|0|0.0|0|1297.39|597.38|0|4550.0|39.0|0.0
668|1|0|0|0|0|0|0|4.0|7.0|1|2.0|11.0|0|3.0|0|0.0|0|0|0.0|0|0.0|5706.51|0|4350.0|54.0|1.0
669|0|0|0|0|0|1|0|7.0|0.0|0|0.0|0.0|0|0.0|0|0.0|1|0|0.0|0|1558.54|700.78|1|18000.0|57.0|0.0
670|0|0|0|0|0|0|0|9.0|6.0|0|1.0|7.0|0|0.0|1|0.0|0|0|0.0|0|2021.85|335.12|1|10550.0|63.0|0.0
671|1|0|0|0|0|0|0|2.0|0.0|0|3.0|9.0|0|0.0|1|0.0|0|0|0.0|0|1385.08|0.0|0|3200.0|47.0|1.0
672|0|0|0|0|0|0|0|3.0|4.0|0|1.0|9.0|0|0.0|0|46233.86|0|1|0.0|1|1174.62|521.19|0|6000.0|28.0|0.0
673|0|0|0|0|0|1|0|8.0|4.0|0|1.0|8.0|0|2.0|1|0.0|1|1|0.0|0|2378.15|641.76|0|19900.0|38.0|1.0
674|0|0|0|0|0|0|0|6.0|0.0|0|0.0|7.0|0|3.0|0|0.0|0|0|0.0|0|819.66|0.0|1|8000.0|31.0|1.0
675|0|0|0|0|0|0|0|4.0|6.0|0|2.0|6.0|0|0.0|0|0.0|0|0|0.0|0|0.0|403.99|0|5200.0|41.0|0.0
676|0|0|0|0|0|0|0|4.0|3.0|0|0.0|6.0|0|0.0|1|0.0|0|0|0.0|0|0.0|0.0|0|5950.0|59.0|1.0
677|1|0|0|0|0|1|0|16.0|5.0|0|1.0|7.0|0|0.0|1|0.0|0|0|0.0|0|0.0|2626.9|1|18000.0|37.0|1.0
678|0|0|0|0|0|1|1|14.0|3.0|0|1.0|6.0|1|2.0|0|30698.19|1|0|0.0|1|0.0|0.0|1|11100.0|37.0|0.0
679|0|0|0|0|0|0|0|6.0|3.0|0|2.0|0.0|0|2.0|0|0.0|0|0|0.0|1|760.78|614.4|1|9300.0|37.0|0.0
680|0|1|0|0|0|0|0|8.0|5.0|0|5.0|7.0|0|3.0|0|0.0|1|0|0.0|0|0.0|1457.23|0|10650.0|36.0|0.0
681|0|0|0|0|0|0|0|5.0|5.0|0|3.0|7.0|0|2.0|0|165396.77|0|0|0.0|1|0.0|0.0|1|3200.0|27.0|0.0
682|0|0|0|0|0|0|0|2.0|7.0|0|1.0|10.0|0|1.0|0|19001.73|0|0|0.0|0|0.0|0.0|1|8350.0|70.0|0.0
683|0|1|0|0|0|1|0|1.0|8.0|0|2.0|8.0|0|0.0|0|625205.56|0|0|0.0|0|0.0|1744.13|1|15000.0|51.0|0.0
684|0|0|0|0|0|1|0|3.0|0.0|1|3.0|7.0|0|0.0|0|819841.5606|0|0|0.0|1|2333.92|1269.97|1|12300.0|46.0|0.0
685|0|1|0|0|0|0|0|5.0|7.0|0|4.0|7.0|0|0.0|0|0.0|0|1|0.0|0|0.0|0.0|0|2800.0|38.0|0.0
686|0|0|0|0|0|1|0|5.0|0.0|0|2.0|8.0|1|0.0|1|0.0|1|0|0.0|0|636.08|0.0|0|18000.0|39.0|0.0
687|0|0|0|0|0|1|0|5.0|7.0|0|4.0|7.0|1|2.0|0|0.0|1|0|0.0|0|0.0|746.5|1|18000.0|64.0|0.0
688|0|0|0|0|0|0|0|7.0|0.0|0|3.0|0.0|1|0.0|0|141554.17|0|1|0.0|0|0.0|587.71|1|3350.0|42.0|0.0
689|0|0|1|0|0|0|0|3.0|8.0|1|2.0|8.0|0|0.0|0|0.0|0|0|0.0|0|3375.89|2675.86|0|2500.0|77.0|1.0
690|0|1|0|0|0|0|0|5.0|4.0|0|4.0|11.0|0|0.0|0|0.0|0|1|0.0|0|3837.13|3477.17|1|4050.0|61.0|0.0
691|1|0|0|0|0|0|0|16.0|5.0|1|4.0|0.0|0|0.0|0|819841.5606|0|0|0.0|0|0.0|0.0|1|8000.0|30.0|0.0
692|0|0|0|0|1|1|0|31.0|9.0|0|1.0|8.0|1|0.0|0|0.0|0|1|3546.001200000057|0|3937.69|3668.05|1|19900.0|48.0|1.0
693|0|1|0|0|0|0|1|2.0|5.0|0|3.0|7.0|0|0.0|0|573201.77|0|1|0.0|0|1180.6|0.0|0|6150.0|56.0|0.0
694|0|1|0|0|0|1|0|17.0|5.0|0|2.0|6.0|0|1.0|0|0.0|0|0|0.0|0|0.0|280.8|1|8000.0|52.0|0.0
695|0|0|0|0|0|1|0|13.0|0.0|0|1.0|7.0|0|0.0|0|0.0|1|1|0.0|0|2765.29|0.0|0|18000.0|66.0|0.0
696|0|1|0|0|0|1|0|9.0|0.0|0|0.0|11.0|0|2.0|0|0.0|0|1|0.0|0|4242.19|6241.51|0|10050.0|51.0|1.0
697|0|0|0|0|0|1|0|5.0|5.0|0|0.0|9.0|0|0.0|0|0.0|0|1|0.0|1|0.0|1219.66|0|13900.0|40.0|1.0
698|0|0|0|0|0|0|0|2.0|7.0|0|3.0|9.0|0|0.0|1|341582.12|0|0|0.0|0|0.0|0.0|0|8000.0|58.0|0.0
699|0|0|0|0|0|0|0|7.0|5.0|0|4.0|7.0|0|0.0|1|139294.0|0|0|0.0|0|1702.75|0.0|0|6000.0|26.0|0.0
700|0|0|0|0|0|1|0|1.0|7.0|0|3.0|9.0|0|2.0|0|0.0|0|1|0.0|0|4635.47|1860.58|0|18000.0|71.0|1.0
701|0|1|0|0|0|0|0|7.0|4.0|0|0.0|10.0|0|0.0|0|0.0|0|0|0.0|0|2095.56|0.0|0|4150.0|62.0|1.0
702|0|0|0|0|0|0|0|4.0|5.0|0|0.0|7.0|0|0.0|0|0.0|0|0|0.0|0|0.0|0.0|1|5200.0|47.0|0.0
703|0|0|0|0|0|0|0|2.0|8.0|1|3.0|8.0|1|0.0|0|0.0|0|0|0.0|1|0.0|7316.64|0|6950.0|74.0|0.0
704|0|0|1|0|1|1|0|23.0|9.0|1|4.0|9.0|0|0.0|0|721844.98|0|1|0.0|0|0.0|6100.55|0|15000.0|44.0|1.0
705|0|0|0|0|0|0|0|19.0|4.0|0|3.0|9.0|0|0.0|0|0.0|0|0|0.0|0|0.0|0.0|1|8000.0|25.0|1.0
706|0|1|1|0|0|1|0|9.0|7.0|0|0.0|6.0|0|3.0|0|552844.94|1|0|0.0|0|2519.82|429.74|0|18000.0|41.0|0.0
707|0|0|0|0|0|0|0|6.0|4.0|0|3.0|9.0|0|1.0|0|0.0|0|1|0.0|0|0.0|0.0|1|4750.0|55.0|0.0
708|0|0|1|0|0|0|0|14.0|7.0|0|3.0|0.0|0|0.0|0|0.0|0|0|0.0|0|0.0|1366.91|1|3950.0|61.0|0.0
709|1|0|0|0|0|0|1|7.0|3.0|0|3.0|6.0|0|0.0|0|3048.57|0|0|0.0|1|1494.16|0.0|1|1365.0|34.0|0.0
710|0|0|0|0|0|0|0|2.0|6.0|1|3.0|7.0|0|0.0|0|0.0|0|0|0.0|0|0.0|0.0|1|2000.0|34.0|0.0
711|0|0|0|0|0|0|0|3.0|6.0|1|4.0|11.0|0|0.0|0|0.0|0|0|0.0|0|5121.58|0.0|0|1000.0|34.0|1.0
712|0|0|0|0|0|0|0|20.0|5.0|0|4.0|6.0|0|1.0|0|0.0|0|0|0.0|0|0.0|0.0|0|6000.0|31.0|0.0
713|0|0|1|0|0|1|0|8.0|8.0|1|0.0|8.0|0|0.0|0|0.0|0|0|0.0|0|0.0|2057.58|0|15000.0|45.0|1.0
714|0|0|0|0|0|0|0|3.0|3.0|0|2.0|0.0|1|2.0|0|25227.4|0|0|0.0|1|0.0|0.0|0|8000.0|34.0|0.0
715|0|0|0|0|0|0|0|8.0|0.0|0|3.0|7.0|0|0.0|0|0.0|0|0|0.0|0|1521.03|1255.78|1|8000.0|30.0|0.0
716|0|0|0|0|0|1|0|5.0|5.0|0|0.0|9.0|0|0.0|0|17064.99|1|0|0.0|0|0.0|0.0|1|12000.0|56.0|0.0
717|0|0|0|0|0|0|0|8.0|4.0|0|3.0|11.0|0|0.0|1|0.0|1|0|0.0|1|0.0|0.0|0|14000.0|53.0|1.0
718|0|1|0|0|0|0|0|17.0|5.0|0|1.0|11.0|0|3.0|0|0.0|1|0|0.0|0|3330.37|0.0|1|8000.0|37.0|1.0
719|0|1|0|0|0|0|0|8.0|0.0|0|3.0|8.0|0|0.0|0|0.0|0|0|0.0|0|0.0|1474.22|0|5750.0|54.0|1.0
720|0|0|0|0|0|0|0|3.0|5.0|0|4.0|7.0|0|0.0|1|319064.41|0|0|0.0|0|1095.87|0.0|0|1150.0|30.0|0.0
721|0|1|0|0|0|0|0|4.0|0.0|0|1.0|0.0|0|2.0|0|0.0|0|1|0.0|0|0.0|5064.42|1|11000.0|42.0|0.0
722|0|0|0|0|0|0|0|2.0|4.0|0|2.0|8.0|0|0.0|1|0.0|0|0|0.0|0|0.0|235.65|1|4900.0|33.0|0.0
723|0|0|0|0|0|0|1|7.0|7.0|0|3.0|6.0|0|0.0|0|0.0|0|0|0.0|0|0.0|1141.22|0|3200.0|31.0|0.0
724|1|0|0|0|0|0|0|5.0|8.0|0|2.0|8.0|0|0.0|0|0.0|0|0|0.0|1|3235.2|0.0|1|8000.0|30.0|0.0
725|0|0|1|0|1|1|0|17.0|0.0|0|4.0|0.0|0|3.0|0|0.0|0|1|0.0|0|2769.78|4269.58|1|15000.0|66.0|1.0
726|0|0|0|0|0|0|0|6.0|9.0|0|2.0|9.0|0|2.0|0|0.0|1|0|0.0|0|2621.99|0.0|0|6400.0|42.0|1.0
727|0|0|0|0|0|0|0|5.0|0.0|0|0.0|0.0|0|0.0|1|228845.83|1|0|0.0|1|1897.26|0.0|1|10000.0|26.0|1.0
728|0|0|0|0|0|0|0|1.0|0.0|1|3.0|9.0|0|3.0|0|0.0|0|0|0.0|0|0.0|3527.99|0|8000.0|54.0|1.0
729|0|0|0|0|0|0|0|9.0|7.0|0|4.0|9.0|0|0.0|0|42033.15|1|0|0.0|0|875.63|733.93|1|8000.0|0.0|0.0
730|0|0|0|0|0|0|0|8.0|0.0|0|0.0|6.0|0|0.0|0|0.0|0|0|0.0|0|0.0|767.22|1|14900.0|46.0|1.0
