|GNB|2_Premium|LIMA_MODERNA|A|B|Riesgo_Bajo|LIMA_SUR|Antiguedad_SSFF|NroTrxAgencia|1_Beyond|Frescura|NroTrxATM|SBP|Can_Contactabilidad_3UM|3_Preferente|SaldoHIP|D|Superior|SaldoVEH|DIVORCIADO|ImporteTrxWeb|ImporteTrxCorresponsal|M|MontoOfertado|Edad|class
2997|0|0|0|0|0|0|0|2.0|6.0|0|3.0|9.0|0|0.0|1|0.0|0|0|0.0|1|2157.07|713.11|1|1000.0|38.0|0.0
2998|0|0|0|0|0|0|1|8.0|4.0|0|4.0|9.0|0|0.0|1|0.0|0|0|0.0|0|6404.95|5404.72|1|4250.0|44.0|0.0
2999|0|0|0|0|0|0|0|2.0|0.0|0|3.0|8.0|0|2.0|0|0.0|0|0|0.0|1|4799.72|3659.05|0|4200.0|43.0|1.0
3000|0|1|0|0|0|1|0|4.0|5.0|0|5.0|9.0|0|3.0|0|0.0|0|0|0.0|0|6401.81|2698.9|1|18000.0|46.0|0.0
3001|0|0|0|0|0|0|0|1.0|0.0|0|1.0|8.0|0|0.0|0|0.0|0|0|0.0|0|0.0|434.16|1|5300.0|47.0|1.0
3002|0|1|0|0|0|0|0|8.0|7.0|0|4.0|11.0|0|0.0|0|0.0|0|1|0.0|0|0.0|0.0|0|5550.0|38.0|1.0
3003|0|1|1|0|0|0|0|9.0|7.0|0|2.0|0.0|0|3.0|0|0.0|1|0|0.0|0|0.0|1028.84|1|8850.0|36.0|0.0
3004|0|0|0|0|0|0|0|3.0|7.0|0|3.0|8.0|0|0.0|0|0.0|0|0|0.0|1|0.0|0.0|0|4600.0|39.0|0.0
3005|0|0|0|0|0|1|0|1.0|0.0|1|1.0|9.0|0|3.0|0|0.0|0|1|0.0|0|8180.1|0.0|1|10550.0|47.0|1.0
3006|1|0|0|0|0|0|0|6.0|7.0|0|5.0|8.0|0|2.0|1|0.0|0|0|0.0|0|1832.13|1052.26|0|8800.0|46.0|0.0
3007|0|0|1|1|0|1|0|24.0|0.0|1|3.0|0.0|0|0.0|0|819841.5606|0|1|0.0|0|1383.87|0.0|1|18000.0|64.0|0.0
3008|0|1|1|1|0|1|0|20.0|6.0|0|0.0|11.0|1|0.0|0|0.0|0|1|0.0|0|0.0|4549.32|1|18000.0|55.0|1.0
3009|0|0|0|0|0|1|0|6.0|6.0|0|2.0|10.0|0|3.0|0|19841.23|1|0|0.0|0|0.0|5495.81|0|18000.0|35.0|1.0
3010|0|0|0|0|1|0|1|25.0|3.0|0|0.0|7.0|0|1.0|1|0.0|0|1|0.0|0|0.0|1768.29|0|14000.0|35.0|1.0
3011|0|0|0|0|0|1|0|9.0|6.0|0|1.0|0.0|0|0.0|0|0.0|1|1|0.0|1|1203.52|766.39|1|4550.0|51.0|0.0
3012|1|0|0|0|0|0|0|4.0|6.0|1|4.0|11.0|0|0.0|0|0.0|0|0|0.0|0|0.0|0.0|0|4400.0|37.0|1.0
3013|0|0|0|0|0|0|0|4.0|0.0|0|4.0|0.0|0|0.0|0|0.0|0|0|0.0|0|0.0|0.0|1|6000.0|70.0|0.0
3014|0|1|0|0|0|1|0|8.0|4.0|0|1.0|7.0|0|1.0|0|0.0|0|0|0.0|0|0.0|3729.63|1|15000.0|46.0|1.0
3015|0|0|1|1|0|1|0|25.0|0.0|1|1.0|7.0|0|3.0|0|0.0|0|1|0.0|0|6541.21|0.0|1|19900.0|44.0|1.0
3016|0|1|0|0|0|0|0|6.0|3.0|0|4.0|0.0|0|0.0|0|0.0|0|0|0.0|0|1762.5|0.0|1|1000.0|33.0|1.0
3017|0|1|0|0|0|1|0|1.0|7.0|0|0.0|8.0|0|0.0|0|0.0|0|0|0.0|0|4032.37|5364.83|1|18000.0|47.0|1.0
3018|0|0|0|0|0|0|0|4.0|0.0|0|2.0|7.0|0|0.0|1|0.0|0|0|0.0|0|874.92|0.0|0|14000.0|43.0|0.0
3019|0|0|0|0|0|1|0|20.0|8.0|0|3.0|8.0|0|0.0|1|104562.43|0|1|0.0|0|2261.15|5307.89|0|15000.0|49.0|0.0
3020|0|0|0|0|0|0|1|1.0|0.0|0|4.0|9.0|0|1.0|0|0.0|0|1|0.0|0|0.0|1587.78|1|3650.0|76.0|1.0
3021|0|0|0|0|0|1|0|4.0|4.0|1|1.0|6.0|0|3.0|0|749701.86|0|1|0.0|0|1891.18|455.54|0|14900.0|62.0|0.0
3022|0|0|0|0|0|1|0|6.0|5.0|0|5.0|8.0|0|0.0|0|9345.77|0|0|0.0|0|0.0|459.88|0|15000.0|51.0|0.0
3023|0|0|0|0|0|0|0|17.0|7.0|0|3.0|7.0|0|3.0|1|241784.02|0|0|0.0|0|828.05|1166.02|0|8000.0|30.0|0.0
3024|0|0|1|1|0|1|0|26.0|0.0|1|4.0|7.0|0|0.0|0|0.0|0|1|0.0|0|0.0|6043.44|0|14900.0|47.0|1.0
3025|1|0|0|0|0|0|0|6.0|4.0|1|4.0|8.0|0|0.0|0|0.0|0|0|0.0|0|1629.93|427.09|1|4900.0|47.0|0.0
3026|0|0|0|0|1|1|0|26.0|4.0|0|2.0|8.0|0|0.0|1|0.0|0|1|0.0|0|0.0|0.0|1|18000.0|48.0|1.0
3027|0|0|0|0|0|0|0|4.0|7.0|0|4.0|7.0|0|0.0|0|0.0|0|1|0.0|0|0.0|269.21|1|4600.0|43.0|0.0
3028|0|0|0|0|1|1|0|28.0|5.0|1|0.0|8.0|0|3.0|0|0.0|0|1|0.0|0|4041.66|0.0|1|18000.0|52.0|0.0
3029|0|0|0|0|0|1|0|10.0|0.0|0|1.0|8.0|0|0.0|1|0.0|1|0|0.0|0|0.0|908.02|0|15000.0|36.0|0.0
3030|0|0|1|0|0|0|0|3.0|0.0|0|4.0|11.0|0|0.0|1|0.0|0|0|0.0|0|0.0|6489.13|0|1000.0|28.0|0.0
3031|0|0|0|0|0|1|0|4.0|3.0|0|5.0|7.0|0|1.0|0|0.0|0|1|0.0|0|1451.21|0.0|0|15000.0|59.0|0.0
3032|0|0|0|0|0|0|0|5.0|0.0|1|4.0|10.0|0|0.0|0|0.0|0|0|0.0|1|2414.05|6433.64|1|19900.0|49.0|1.0
3033|0|0|0|0|0|1|1|3.0|5.0|0|1.0|7.0|0|2.0|0|35283.21|0|1|0.0|0|0.0|561.15|0|6350.0|73.0|0.0
3034|0|1|1|0|0|1|0|12.0|8.0|0|1.0|11.0|0|2.0|0|0.0|0|1|0.0|1|2830.99|4898.63|1|18000.0|59.0|1.0
3035|0|0|0|0|0|1|0|4.0|8.0|0|1.0|8.0|0|0.0|0|0.0|0|0|0.0|0|0.0|5868.62|1|18000.0|50.0|1.0
3036|0|0|0|0|0|0|0|6.0|3.0|0|0.0|9.0|1|0.0|0|0.0|0|0|0.0|0|0.0|363.76|1|10500.0|49.0|0.0
3037|0|1|1|1|0|1|0|19.0|8.0|0|2.0|10.0|0|0.0|0|0.0|0|1|0.0|0|6237.14|0.0|1|19900.0|53.0|1.0
3038|0|1|0|0|0|1|0|5.0|0.0|0|2.0|7.0|0|3.0|0|0.0|0|1|0.0|0|357.31|370.9|1|17450.0|63.0|0.0
3039|0|0|0|0|0|0|0|8.0|5.0|0|2.0|8.0|0|2.0|0|0.0|0|0|0.0|0|1279.54|522.59|0|6000.0|41.0|1.0
3040|0|0|0|0|0|0|0|8.0|0.0|0|1.0|8.0|0|3.0|0|0.0|0|0|0.0|1|4608.38|7877.599500000002|1|7100.0|40.0|1.0
3041|0|0|0|0|0|1|0|10.0|9.0|1|3.0|11.0|0|0.0|0|0.0|0|0|0.0|0|3739.92|0.0|1|15000.0|36.0|0.0
3042|0|1|1|1|0|0|0|18.0|6.0|0|1.0|10.0|0|2.0|0|0.0|0|0|0.0|0|0.0|5114.21|1|14000.0|42.0|1.0
3043|0|1|0|0|0|0|0|9.0|0.0|0|4.0|9.0|0|0.0|0|615087.89|0|0|0.0|1|8753.979100000006|6467.62|1|1050.0|32.0|1.0
3044|0|0|0|0|0|0|0|4.0|4.0|0|4.0|9.0|0|0.0|0|0.0|1|0|0.0|1|0.0|608.34|1|8000.0|56.0|0.0
3045|0|0|0|0|0|1|0|11.0|0.0|0|4.0|9.0|0|0.0|1|349953.13|1|0|0.0|0|1858.88|0.0|1|15000.0|35.0|1.0
3046|0|0|1|1|0|0|0|25.0|5.0|1|2.0|11.0|0|0.0|0|0.0|0|0|0.0|0|0.0|3238.6|1|14000.0|50.0|1.0
3047|1|0|0|0|0|0|0|5.0|3.0|1|4.0|8.0|0|0.0|0|0.0|0|0|0.0|0|0.0|370.92|0|3650.0|44.0|0.0
3048|0|0|0|0|0|0|0|4.0|5.0|1|2.0|9.0|1|0.0|0|0.0|0|0|0.0|0|2582.89|0.0|0|14000.0|56.0|1.0
3049|0|0|0|0|0|0|0|8.0|7.0|0|1.0|6.0|0|0.0|1|280970.22|0|1|0.0|0|772.19|870.92|1|7150.0|49.0|0.0
3050|0|0|0|0|0|0|0|6.0|5.0|0|1.0|10.0|0|3.0|0|0.0|0|0|0.0|0|6821.86|0.0|0|8000.0|39.0|0.0
3051|0|0|1|1|0|1|0|21.0|4.0|0|3.0|8.0|0|3.0|1|0.0|0|1|0.0|0|0.0|0.0|1|18000.0|44.0|0.0
3052|0|0|0|0|0|0|0|4.0|0.0|1|4.0|10.0|0|0.0|0|0.0|0|0|0.0|0|0.0|0.0|0|3800.0|39.0|1.0
3053|0|0|0|0|0|0|0|8.0|3.0|0|4.0|0.0|0|2.0|1|0.0|0|0|0.0|0|1671.54|0.0|1|0.0|38.0|1.0
3054|0|0|0|0|0|0|0|4.0|7.0|0|1.0|8.0|0|0.0|0|0.0|1|1|0.0|0|0.0|308.54|0|4000.0|35.0|0.0
3055|0|1|0|0|0|0|0|3.0|4.0|0|3.0|9.0|0|0.0|0|0.0|0|0|0.0|1|0.0|0.0|0|5800.0|30.0|1.0
3056|0|0|0|0|0|0|0|3.0|7.0|0|2.0|9.0|0|0.0|0|0.0|0|0|0.0|0|0.0|1252.91|0|4250.0|60.0|1.0
3057|0|0|0|0|0|0|0|6.0|6.0|0|0.0|10.0|0|0.0|0|0.0|1|0|0.0|0|3009.4|5575.41|0|6000.0|46.0|1.0
3058|0|0|0|0|1|1|0|21.0|0.0|0|3.0|0.0|0|0.0|0|17923.0|0|0|0.0|0|1388.62|1088.3|1|18000.0|35.0|1.0
3059|0|0|0|0|0|0|0|9.0|7.0|1|3.0|9.0|1|0.0|0|0.0|0|0|0.0|0|0.0|0.0|1|7500.0|77.0|1.0
3060|0|0|0|0|0|0|0|16.0|0.0|1|0.0|8.0|0|0.0|0|0.0|0|0|0.0|0|0.0|5261.04|1|5350.0|33.0|1.0
3061|0|0|1|0|0|0|0|1.0|0.0|0|1.0|8.0|0|0.0|1|0.0|0|0|0.0|1|6669.14|2089.35|1|8000.0|40.0|1.0
3062|0|0|0|0|0|0|0|1.0|0.0|0|3.0|9.0|0|0.0|1|176235.25|0|0|0.0|0|0.0|833.05|1|5250.0|26.0|1.0
3063|0|1|0|0|0|0|0|4.0|4.0|0|3.0|7.0|0|2.0|0|0.0|0|0|0.0|1|1688.1|0.0|1|14900.0|63.0|0.0
3064|0|0|0|0|0|0|0|3.0|0.0|1|3.0|9.0|0|1.0|0|0.0|0|1|0.0|0|0.0|0.0|0|14000.0|55.0|1.0
3065|0|0|0|0|0|0|0|6.0|3.0|0|3.0|6.0|0|1.0|0|0.0|0|0|0.0|0|1010.25|884.67|1|5850.0|49.0|0.0
3066|0|0|0|0|0|0|0|1.0|0.0|0|1.0|7.0|0|2.0|1|0.0|0|0|0.0|0|5468.45|4118.52|0|14900.0|30.0|0.0
3067|0|0|0|0|0|1|0|6.0|4.0|1|5.0|10.0|0|0.0|0|0.0|1|0|0.0|0|0.0|4669.79|0|18000.0|38.0|1.0
3068|0|0|0|0|0|1|0|9.0|7.0|1|2.0|11.0|0|0.0|0|0.0|1|1|0.0|0|3320.81|2621.74|1|12000.0|34.0|1.0
3069|0|0|0|0|0|0|0|1.0|4.0|0|5.0|0.0|0|1.0|0|0.0|0|0|0.0|1|0.0|978.53|0|6050.0|43.0|0.0
3070|0|0|0|0|0|0|0|4.0|5.0|0|3.0|7.0|0|3.0|1|0.0|0|0|0.0|1|0.0|0.0|1|8000.0|37.0|1.0
3071|0|1|0|0|0|1|1|2.0|7.0|0|0.0|8.0|0|2.0|0|0.0|0|0|0.0|0|0.0|3734.24|0|6500.0|43.0|1.0
3072|0|0|0|0|0|0|0|14.0|0.0|0|3.0|9.0|0|0.0|0|0.0|0|1|0.0|0|0.0|0.0|1|11000.0|38.0|0.0
3073|0|0|0|0|0|1|0|4.0|0.0|1|1.0|8.0|0|3.0|0|0.0|0|1|0.0|0|1043.51|0.0|1|12000.0|43.0|1.0
3074|0|0|0|0|0|0|0|8.0|0.0|0|2.0|0.0|0|0.0|0|0.0|1|0|0.0|0|2187.26|624.1|1|10000.0|43.0|1.0
3075|0|1|0|0|0|0|0|8.0|3.0|0|1.0|8.0|1|1.0|0|0.0|0|0|0.0|0|0.0|2501.89|0|10550.0|48.0|1.0
3076|0|0|0|0|0|1|0|6.0|3.0|0|0.0|7.0|1|0.0|0|0.0|0|1|0.0|0|4003.44|6322.61|0|14150.0|47.0|1.0
3077|0|0|0|0|0|0|0|2.0|3.0|1|4.0|0.0|0|0.0|0|0.0|0|0|0.0|0|1238.72|0.0|0|2250.0|50.0|0.0
3078|0|1|0|0|0|0|0|4.0|8.0|0|3.0|9.0|0|2.0|0|0.0|0|1|0.0|1|7912.85|5115.59|0|4000.0|44.0|1.0
3079|0|0|0|0|0|0|0|9.0|0.0|0|2.0|9.0|0|2.0|0|0.0|1|0|0.0|0|3003.17|0.0|0|4000.0|65.0|1.0
3080|0|0|0|0|0|1|0|15.0|3.0|0|4.0|9.0|0|0.0|0|0.0|1|1|0.0|0|0.0|0.0|0|12000.0|54.0|0.0
3081|1|0|0|0|0|0|0|2.0|0.0|0|2.0|7.0|0|0.0|0|0.0|0|1|0.0|1|0.0|864.03|0|4050.0|77.0|0.0
3082|0|1|1|0|0|0|0|4.0|3.0|0|2.0|8.0|0|3.0|0|604555.61|0|0|0.0|0|1800.89|5229.1|1|7000.0|51.0|0.0
3083|0|0|0|0|0|0|0|7.0|7.0|0|1.0|0.0|0|0.0|0|0.0|0|1|0.0|0|0.0|0.0|0|6000.0|35.0|1.0
3084|0|0|0|0|0|0|0|6.0|4.0|1|3.0|10.0|0|0.0|0|0.0|0|0|0.0|0|4295.68|0.0|1|1000.0|48.0|1.0
3085|0|0|1|0|1|1|0|33.0|7.0|0|3.0|7.0|0|2.0|0|0.0|0|1|0.0|0|4210.76|3369.28|0|15000.0|35.0|1.0
3086|0|0|0|0|0|0|0|3.0|4.0|0|4.0|7.0|0|0.0|0|0.0|0|0|0.0|0|0.0|0.0|1|1000.0|42.0|0.0
3087|0|0|1|0|0|1|0|3.0|0.0|0|1.0|8.0|0|0.0|1|0.0|0|0|0.0|0|0.0|633.77|1|10000.0|52.0|0.0
3088|1|1|1|0|0|1|0|4.0|0.0|0|1.0|7.0|0|3.0|0|0.0|1|1|0.0|1|0.0|5196.02|1|18000.0|44.0|1.0
3089|0|0|0|0|0|0|0|6.0|7.0|0|3.0|10.0|1|0.0|0|0.0|1|0|0.0|1|0.0|0.0|1|6000.0|32.0|1.0
3090|0|1|0|0|0|0|0|8.0|0.0|0|4.0|7.0|0|0.0|0|0.0|0|1|0.0|0|0.0|4277.94|1|6300.0|72.0|1.0
3091|0|0|0|0|0|0|0|4.0|7.0|0|3.0|9.0|1|0.0|0|0.0|0|0|0.0|0|0.0|2566.53|0|5050.0|27.0|1.0
3092|0|0|0|0|0|0|0|6.0|0.0|1|2.0|8.0|0|0.0|0|0.0|0|0|0.0|1|5237.85|0.0|1|4350.0|30.0|1.0
3093|0|0|0|0|0|0|1|7.0|7.0|0|0.0|8.0|1|0.0|0|175667.16|1|0|0.0|1|5203.92|0.0|0|8600.0|35.0|1.0
3094|1|0|0|0|0|0|0|9.0|6.0|0|3.0|9.0|0|0.0|1|0.0|0|1|0.0|1|3370.24|1864.62|0|2850.0|33.0|1.0
3095|0|0|0|0|0|1|0|2.0|7.0|0|3.0|9.0|0|0.0|0|0.0|0|1|0.0|0|0.0|351.23|1|5600.0|77.0|0.0
3096|0|0|0|0|0|1|0|14.0|4.0|0|3.0|8.0|0|0.0|0|125758.51|0|1|0.0|0|0.0|0.0|0|18000.0|61.0|0.0
3097|1|1|0|0|0|0|0|8.0|0.0|0|3.0|7.0|0|0.0|0|0.0|0|0|0.0|1|1689.58|868.66|0|2000.0|28.0|0.0
3098|0|0|1|0|0|1|0|8.0|7.0|1|0.0|9.0|0|0.0|0|0.0|1|0|0.0|0|697.89|439.6|0|18000.0|43.0|0.0
3099|0|0|0|0|0|1|0|5.0|0.0|0|5.0|9.0|0|0.0|0|0.0|0|0|0.0|0|0.0|0.0|0|15000.0|48.0|0.0
3100|0|0|0|0|0|1|0|8.0|4.0|0|2.0|6.0|0|0.0|0|72008.08|0|1|0.0|1|1109.7|244.15|1|18000.0|38.0|0.0
3101|0|0|0|0|0|0|0|3.0|0.0|0|3.0|9.0|0|0.0|0|0.0|0|0|0.0|1|4588.26|5892.77|0|9600.0|32.0|1.0
3102|0|0|0|0|0|0|0|4.0|3.0|0|3.0|6.0|0|0.0|0|0.0|0|0|0.0|0|0.0|0.0|0|6700.0|43.0|0.0
3103|0|0|0|0|0|0|0|4.0|4.0|0|0.0|9.0|0|0.0|0|0.0|0|0|0.0|1|0.0|1127.1|0|3150.0|54.0|1.0
3104|0|0|0|0|0|1|0|9.0|4.0|0|1.0|6.0|0|3.0|0|0.0|0|0|0.0|1|0.0|0.0|0|18000.0|37.0|0.0
3105|0|0|0|0|0|0|0|17.0|0.0|0|3.0|7.0|0|0.0|0|0.0|1|0|0.0|0|2803.41|0.0|1|7450.0|31.0|0.0
3106|0|0|1|0|0|0|0|3.0|3.0|0|3.0|7.0|0|0.0|0|95896.43|0|0|0.0|0|1003.16|257.62|1|5100.0|40.0|1.0
3107|0|1|0|0|0|0|0|4.0|5.0|0|2.0|7.0|0|0.0|0|0.0|0|0|0.0|1|2580.55|0.0|1|1610.0|35.0|0.0
3108|0|0|0|0|0|0|0|1.0|3.0|0|3.0|0.0|0|0.0|0|0.0|0|0|0.0|0|1391.07|0.0|0|4050.0|63.0|0.0
3109|0|0|0|0|0|0|0|8.0|0.0|1|2.0|7.0|0|0.0|0|0.0|0|0|0.0|1|0.0|5263.82|1|3250.0|42.0|0.0
3110|0|1|0|0|0|0|0|5.0|0.0|0|0.0|8.0|1|0.0|0|0.0|0|0|0.0|0|5563.83|0.0|1|14000.0|70.0|0.0
3111|0|0|1|0|0|0|0|8.0|3.0|0|2.0|9.0|0|0.0|0|0.0|1|0|0.0|0|994.17|0.0|1|6000.0|64.0|0.0
3112|0|0|0|0|0|0|0|7.0|0.0|0|3.0|8.0|0|0.0|1|0.0|1|1|0.0|0|1187.78|337.89|0|8000.0|33.0|0.0
3113|0|1|0|0|0|1|0|6.0|0.0|0|3.0|8.0|1|0.0|0|0.0|0|0|0.0|0|4780.84|1793.6|0|12000.0|55.0|0.0
3114|0|1|0|0|0|0|1|3.0|0.0|0|3.0|6.0|0|0.0|0|0.0|0|1|0.0|1|1448.51|730.46|0|8500.0|48.0|0.0
3115|0|0|0|0|0|1|0|6.0|5.0|0|1.0|10.0|0|2.0|1|0.0|1|1|0.0|0|2348.08|5322.19|1|6200.0|54.0|0.0
3116|0|0|0|0|0|0|0|5.0|8.0|1|1.0|8.0|0|0.0|0|698895.91|1|0|0.0|1|4050.8|3845.6|0|6900.0|45.0|1.0
3117|0|1|0|0|0|0|0|4.0|3.0|0|2.0|9.0|0|0.0|0|0.0|0|0|0.0|1|1202.32|557.05|1|4550.0|55.0|0.0
3118|0|0|0|0|0|1|0|16.0|0.0|1|3.0|7.0|0|0.0|0|0.0|0|0|0.0|1|0.0|268.52|1|18000.0|55.0|0.0
3119|1|0|0|0|0|0|0|1.0|0.0|0|0.0|9.0|0|0.0|0|171705.65|0|0|0.0|0|2364.84|0.0|0|11150.0|38.0|0.0
3120|0|0|0|0|0|1|1|5.0|9.0|1|3.0|9.0|0|0.0|0|0.0|1|0|0.0|0|4409.88|5216.76|0|6100.0|45.0|0.0
3121|0|0|0|0|1|0|0|22.0|9.0|1|4.0|0.0|0|0.0|0|0.0|0|1|0.0|0|2749.49|6495.7|1|4000.0|40.0|1.0
3122|0|0|0|0|0|0|1|5.0|0.0|0|0.0|6.0|0|2.0|0|0.0|1|0|0.0|0|1102.83|708.69|1|11000.0|36.0|1.0
3123|0|1|0|0|0|0|0|7.0|0.0|0|2.0|8.0|1|0.0|0|0.0|0|0|0.0|1|0.0|1906.48|0|14900.0|37.0|1.0
3124|0|0|0|0|0|1|0|3.0|8.0|0|1.0|11.0|0|0.0|0|0.0|0|0|0.0|0|4470.5|0.0|1|15000.0|43.0|1.0
3125|0|1|0|0|0|1|0|13.0|4.0|0|1.0|8.0|1|0.0|0|0.0|0|1|0.0|1|0.0|0.0|1|18000.0|48.0|1.0
3126|0|0|0|0|1|1|1|24.0|0.0|1|5.0|0.0|0|0.0|0|0.0|0|1|0.0|0|0.0|3620.55|1|18000.0|50.0|0.0
3127|0|1|0|0|0|0|0|8.0|7.0|0|2.0|7.0|0|0.0|0|0.0|0|0|0.0|1|658.17|442.31|1|9000.0|48.0|0.0
3128|0|0|0|0|1|0|0|24.0|5.0|0|4.0|9.0|0|0.0|1|0.0|0|0|0.0|1|0.0|569.49|1|8000.0|26.0|0.0
3129|1|0|0|0|0|0|1|6.0|7.0|0|2.0|7.0|0|2.0|0|0.0|0|0|0.0|0|3930.61|0.0|0|9200.0|28.0|1.0
3130|0|0|1|0|0|1|0|9.0|5.0|0|0.0|8.0|0|0.0|1|0.0|1|0|0.0|0|389.53|0.0|0|15000.0|47.0|1.0
3131|1|0|0|0|0|0|0|9.0|0.0|0|2.0|7.0|0|0.0|0|0.0|0|0|0.0|0|0.0|0.0|1|12950.0|42.0|0.0
3132|0|0|0|0|0|0|0|3.0|6.0|0|2.0|7.0|0|0.0|0|0.0|0|0|0.0|1|1339.07|822.66|0|14000.0|59.0|0.0
3133|0|0|0|0|0|1|1|9.0|0.0|0|2.0|6.0|0|2.0|1|335248.9|0|0|0.0|0|0.0|504.64|1|16500.0|66.0|1.0
3134|0|1|1|0|0|0|0|5.0|4.0|0|4.0|6.0|0|0.0|0|0.0|0|0|0.0|0|0.0|0.0|1|1000.0|32.0|0.0
3135|0|0|0|0|0|1|1|1.0|4.0|0|4.0|6.0|0|0.0|0|0.0|0|1|0.0|0|1900.26|1511.55|0|14550.0|72.0|1.0
3136|0|1|0|0|0|0|0|4.0|6.0|0|0.0|6.0|0|0.0|0|0.0|0|0|0.0|0|1121.82|952.72|1|6950.0|60.0|1.0
3137|0|0|0|0|0|1|1|3.0|7.0|1|1.0|10.0|0|2.0|0|0.0|0|0|0.0|0|5891.08|2455.29|0|10000.0|70.0|1.0
3138|0|0|0|0|0|0|0|6.0|7.0|0|2.0|6.0|0|0.0|0|0.0|1|0|0.0|0|0.0|551.66|1|14000.0|50.0|0.0
3139|0|0|0|0|0|0|0|16.0|4.0|1|0.0|7.0|0|2.0|0|0.0|0|1|0.0|0|0.0|4464.2|1|11000.0|42.0|0.0
3140|0|0|0|0|0|0|0|2.0|7.0|0|3.0|10.0|0|0.0|1|0.0|0|0|0.0|0|0.0|0.0|1|5450.0|52.0|0.0
3141|1|0|0|0|0|0|0|7.0|5.0|0|3.0|6.0|0|2.0|0|0.0|0|0|0.0|0|0.0|654.7|1|6000.0|28.0|0.0
3142|0|0|1|0|0|1|0|17.0|5.0|0|2.0|0.0|0|0.0|1|267114.25|0|0|0.0|0|3693.09|5096.5|1|7700.0|34.0|1.0
3143|0|1|0|0|0|1|0|17.0|8.0|0|3.0|10.0|0|2.0|0|0.0|0|0|0.0|1|0.0|4020.21|1|19900.0|38.0|0.0
3144|0|0|0|0|0|1|1|2.0|3.0|0|4.0|7.0|0|0.0|0|178850.0|0|1|0.0|0|0.0|565.49|0|12000.0|65.0|0.0
3145|0|0|0|0|0|0|0|3.0|6.0|0|4.0|7.0|0|1.0|1|0.0|0|0|0.0|0|431.73|0.0|0|6050.0|77.0|0.0
3146|0|0|0|0|0|1|0|2.0|4.0|0|1.0|6.0|0|0.0|0|29275.55|0|0|0.0|1|0.0|823.98|1|7100.0|62.0|0.0
3147|0|0|0|0|0|0|0|4.0|0.0|0|3.0|11.0|0|0.0|0|0.0|0|0|0.0|0|0.0|0.0|1|6350.0|43.0|1.0
3148|0|0|0|0|0|0|0|3.0|3.0|0|1.0|8.0|0|0.0|0|0.0|0|1|0.0|0|1223.77|1088.83|1|8100.0|50.0|0.0
3149|0|0|0|0|0|0|0|2.0|6.0|0|2.0|10.0|1|0.0|1|0.0|0|0|0.0|1|0.0|4318.64|0|6000.0|31.0|1.0
3150|0|1|0|0|1|1|0|14.0|7.0|0|3.0|0.0|1|3.0|0|0.0|0|0|0.0|0|2505.46|6746.37|1|18000.0|43.0|1.0
3151|0|0|0|0|0|1|0|2.0|3.0|0|0.0|0.0|0|3.0|0|82657.99|0|0|0.0|0|0.0|1031.75|1|16550.0|56.0|0.0
3152|0|0|0|0|0|0|0|1.0|0.0|0|3.0|9.0|0|0.0|0|0.0|0|0|0.0|1|550.94|912.4|1|5150.0|74.0|0.0
3153|0|0|0|0|0|0|0|9.0|7.0|0|4.0|0.0|0|0.0|0|188120.28|1|0|0.0|0|0.0|610.27|1|14000.0|67.0|0.0
3154|1|0|0|0|0|0|0|5.0|6.0|0|0.0|8.0|0|0.0|0|167409.64|0|0|0.0|0|743.56|695.07|1|6000.0|31.0|0.0
3155|0|0|0|0|0|0|0|16.0|6.0|0|1.0|9.0|0|0.0|0|0.0|0|0|0.0|0|2238.12|1125.76|1|18000.0|35.0|0.0
3156|0|1|0|0|0|1|0|7.0|0.0|0|2.0|0.0|0|0.0|0|565639.09|0|0|0.0|0|7720.52|3408.68|1|12750.0|37.0|0.0
3157|1|0|1|1|0|1|0|33.0|5.0|0|4.0|10.0|0|0.0|0|0.0|0|1|0.0|1|0.0|0.0|1|15000.0|68.0|1.0
3158|0|1|1|0|0|0|0|21.0|5.0|0|5.0|0.0|0|2.0|0|0.0|0|0|0.0|0|1124.34|444.45|1|4350.0|36.0|0.0
3159|0|1|0|0|0|0|0|3.0|5.0|0|3.0|8.0|0|0.0|0|0.0|0|0|0.0|0|0.0|7393.4|1|4000.0|28.0|1.0
3160|1|0|0|0|0|0|0|7.0|3.0|0|1.0|8.0|0|0.0|1|0.0|0|0|0.0|0|0.0|0.0|0|10000.0|48.0|1.0
3161|0|0|0|0|0|0|0|3.0|6.0|0|3.0|8.0|0|0.0|1|0.0|0|0|0.0|0|2152.75|5161.11|1|5700.0|40.0|1.0
3162|0|0|0|0|0|1|0|3.0|3.0|1|2.0|8.0|0|3.0|0|0.0|0|0|0.0|0|0.0|7360.98|0|8350.0|43.0|1.0
3163|0|1|0|0|0|0|0|2.0|7.0|0|1.0|9.0|0|0.0|0|0.0|0|0|0.0|0|0.0|757.53|0|14000.0|35.0|0.0
3164|0|0|0|0|0|0|0|5.0|3.0|0|1.0|6.0|0|3.0|0|0.0|0|0|0.0|0|0.0|571.86|1|6850.0|37.0|0.0
3165|0|0|0|0|0|1|0|2.0|4.0|0|3.0|10.0|0|0.0|0|0.0|0|0|0.0|0|8753.979100000006|0.0|0|16850.0|50.0|0.0
3166|0|0|0|0|0|1|0|3.0|4.0|0|1.0|0.0|0|3.0|1|179378.61|0|0|0.0|0|3512.49|0.0|0|16350.0|71.0|1.0
